,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
540,Malakoff,Sativa,4.0,10.0,Myrcene,Talkative,Dry mouth,Stress,Happy,Dry eyes,Depression,Energetic,,Eye pressure,Creative,,Pain,Focused,,Anxiety,18.0,8.0,Sweet,Earthy,Woody
541,GRiZ Kush,Hybrid,4.5,45.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Anxiety,Creative,Paranoid,Stress,Giggly,Anxious,ADD,Euphoric,Headache,Cramps,20.0,8.0,Earthy,Skunk,Flowery
542,God's Gift,Indica,4.4,1296.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Sleepy,Paranoid,Insomnia,Uplifted,Headache,Depression,17.0,7.0,Earthy,,
543,Loyalty,Hybrid,4.8,4.0,Myrcene,Relaxed,Anxious,Cramps,Tingly,Dizzy,Depression,Focused,Dry eyes,Eye pressure,Euphoric,Dry mouth,Fatigue,Creative,Headache,Headaches,19.0,14.0,Pungent,Sweet,Citrus
544,Illuminati OG,Indica,4.8,17.0,,Relaxed,Dry mouth,Insomnia,Sleepy,Dizzy,Depression,Happy,Dry eyes,Stress,Tingly,Headache,Lack of appetite,Euphoric,,Pain,17.0,1.0,Earthy,Sweet,Pungent
545,Mud Bite,Indica,4.8,6.0,Myrcene,Sleepy,Dry eyes,Depression,Relaxed,Dry mouth,Fatigue,Hungry,,Insomnia,Happy,,Nausea,Giggly,,Seizures,21.0,0.0,Sage,Pepper,Mint
546,Jack the Ripper,Sativa,4.2,446.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Paranoid,Depression,Energetic,Dizzy,Pain,Creative,Anxious,Fatigue,17.0,0.0,Lemon,Pine,Citrus
547,Yummy,Hybrid,4.3,41.0,Pinene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Dizzy,Inflammation,Euphoric,Anxious,Depression,Giggly,Headache,Anxiety,19.0,0.0,Mint,Sweet,Tropical
548,ACDC,Hybrid,4.5,794.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Uplifted,Anxious,Anxiety,Focused,Headache,Inflammation,Energetic,Dizzy,Depression,1.0,14.0,Earthy,Woody,Pine
549,Hashplant Haze,Sativa,4.5,31.0,Myrcene,Happy,Dry mouth,Pain,Uplifted,Dry eyes,Anxiety,Euphoric,Anxious,Depression,Relaxed,Paranoid,Stress,Creative,,Nausea,16.0,0.0,Blueberry,Pepper,Sweet
550,Atomic,Hybrid,4.7,12.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Insomnia,Euphoric,,Stress,Sleepy,,Anxiety,Uplifted,,Headaches,13.0,1.0,Earthy,Sweet,Woody
551,Super Cat Piss,Sativa,3.6,11.0,Myrcene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Happy,Paranoid,Insomnia,Giggly,,Nausea,Energetic,,Anxiety,13.0,0.0,Coffee,Lemon,
552,Albert Walker,Hybrid,4.6,71.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Headache,Anxiety,Hungry,Dizzy,Depression,Focused,Paranoid,Insomnia,18.0,13.0,Pungent,Skunk,Flowery
553,Gorilla Cookies,Hybrid,4.6,232.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Sleepy,Paranoid,Insomnia,19.0,2.0,Earthy,Mint,Sweet
554,Blue Cinex,Hybrid,4.7,15.0,Myrcene,Uplifted,Dry mouth,Depression,Focused,Dizzy,Stress,Happy,Dry eyes,Pain,Euphoric,,Fatigue,Relaxed,,Inflammation,21.0,11.0,Sweet,Berry,Blueberry
555,Brainstorm Haze,Sativa,3.9,44.0,Terpinolene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Creative,Paranoid,Depression,Uplifted,Dizzy,Pain,Focused,Headache,Nausea,18.0,1.0,Spicy/Herbal,Sweet,Earthy
556,BC Sweet Tooth,Indica,4.1,30.0,Pinene,Uplifted,Dry mouth,Insomnia,Happy,Dry eyes,Stress,Sleepy,Headache,Depression,Relaxed,Paranoid,Nausea,Creative,Dizzy,Anxiety,16.0,0.0,Sweet,Flowery,Berry
557,White Nightmare,Sativa,4.6,120.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Anxious,Pain,Energetic,Paranoid,Anxiety,Relaxed,Headache,Lack of appetite,23.0,11.0,Berry,Earthy,Woody
558,Killer Grape,Hybrid,4.6,19.0,Myrcene,Happy,Dry mouth,Pain,Euphoric,Anxious,Stress,Relaxed,Dizzy,Anxiety,Focused,Dry eyes,Arthritis,Uplifted,,Lack of appetite,17.0,7.0,Grape,Berry,Tropical
559,Emerald Jack,Sativa,4.4,79.0,Caryophyllene,Happy,Dry mouth,Depression,Euphoric,Dizzy,Stress,Creative,Dry eyes,Pain,Energetic,Paranoid,Anxiety,Focused,Anxious,Lack of appetite,16.0,6.0,Sweet,Lime,Lavender
560,OCD,Sativa,4.3,20.0,Limonene,Creative,Dry mouth,Nausea,Energetic,Paranoid,Pain,Euphoric,Dizzy,Anxiety,Aroused,Dry eyes,Fatigue,Uplifted,,Depression,19.0,0.0,Tar,,
561,Critical Haze,Hybrid,4.3,89.0,Limonene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Euphoric,Paranoid,Lack of appetite,Uplifted,Dizzy,Pain,Hungry,Headache,Anxiety,26.0,9.0,Earthy,Citrus,Lemon
562,Khufu,Indica,4.3,20.0,Myrcene,Relaxed,Dry eyes,Pain,Sleepy,Dry mouth,Headaches,Hungry,,Insomnia,Euphoric,,Nausea,Happy,,Stress,21.0,9.0,Sweet,Pungent,Earthy
563,Purple Goo,Indica,4.3,72.0,Caryophyllene,Euphoric,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Happy,Dizzy,Pain,Uplifted,Paranoid,Depression,Sleepy,Headache,Insomnia,16.0,0.0,Berry,Sweet,Earthy
564,Early Girl,Indica,3.7,72.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Paranoid,Anxiety,Hungry,Dizzy,Depression,Giggly,Anxious,Insomnia,21.0,4.0,Sweet,Citrus,Pungent
565,SleeSkunk,Sativa,4.3,13.0,Myrcene,Euphoric,Dry mouth,Nausea,Uplifted,Dry eyes,Stress,Energetic,Paranoid,Depression,Creative,,Fatigue,Tingly,,Headaches,17.0,6.0,Skunk,Pine,Spicy/Herbal
566,Tres Dawg,Hybrid,4.6,34.0,Caryophyllene,Relaxed,Dry mouth,Depression,Euphoric,Dry eyes,Pain,Uplifted,Paranoid,Stress,Sleepy,Anxious,Insomnia,Happy,Dizzy,Anxiety,23.0,1.0,Diesel,Sweet,Earthy
567,Blue Diamond,Indica,4.3,136.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Paranoid,Depression,Sleepy,Headache,Insomnia,Uplifted,Dizzy,Anxiety,20.0,0.0,Sweet,Earthy,Blueberry
568,Alien Bubba,Indica,4.7,100.0,Terpinolene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Sleepy,Dizzy,Anxiety,Happy,Headache,Insomnia,Uplifted,Anxious,Depression,15.0,0.0,Earthy,Berry,Citrus
569,Platinum Cookies,Hybrid,4.6,1309.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Depression,Uplifted,Anxious,Anxiety,Creative,Paranoid,Headaches,18.0,1.0,Earthy,,
570,Chocolate Thai,Sativa,4.2,125.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Paranoid,Anxiety,Euphoric,Headache,Pain,Focused,Anxious,Fatigue,16.0,9.0,Coffee,Earthy,Citrus
571,Big Band,Hybrid,4.7,10.0,Myrcene,Relaxed,Dry eyes,Fatigue,Euphoric,Dry mouth,Insomnia,Happy,Dizzy,Pain,Uplifted,,Depression,Tingly,,Headaches,14.0,10.0,Sweet,Woody,Spicy/Herbal
572,Lemon Alien Dawg,Hybrid,4.5,75.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Uplifted,Dizzy,Nausea,Focused,Headache,Lack of appetite,18.0,0.0,Lemon,Sweet,Earthy
573,Space Queen,Hybrid,4.4,600.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Relaxed,Paranoid,Pain,Creative,Headache,Nausea,14.0,0.0,Earthy,Flowery,Sweet
574,Lemon Diesel,Hybrid,4.2,587.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Relaxed,Paranoid,Pain,Focused,Anxious,Fatigue,19.0,2.0,Lemon,Diesel,Citrus
575,Early Skunk,Hybrid,4.3,21.0,Myrcene,Focused,Dry mouth,Stress,Happy,Dizzy,Depression,Relaxed,Dry eyes,Pain,Uplifted,Paranoid,Muscle spasms,Energetic,,Anxiety,17.0,6.0,Flowery,Earthy,Woody
576,Sour Joker,Sativa,4.7,81.0,Myrcene,Happy,Dry mouth,Depression,Uplifted,Anxious,Stress,Energetic,Dry eyes,Fatigue,Focused,Paranoid,Anxiety,Euphoric,Dizzy,Pain,18.0,9.0,Citrus,Diesel,Sweet
577,818 OG,Indica,4.7,38.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Insomnia,Sleepy,,Anxiety,Uplifted,,Pain,Giggly,,Headaches,19.0,0.0,Flowery,Pungent,Sweet
578,Moby Dick,Sativa,4.3,630.0,Myrcene,Euphoric,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Paranoid,Anxiety,Relaxed,Dizzy,Pain,Creative,Anxious,Fatigue,18.0,8.0,Earthy,Citrus,Pine
579,White Chocolate,Hybrid,3.8,10.0,Myrcene,Euphoric,Dry eyes,Depression,Energetic,Dry mouth,Eye pressure,Creative,,Spasticity,Uplifted,,Stress,Talkative,,Anxiety,16.0,11.0,Flowery,Woody,Pine
580,Damnesia,Hybrid,4.3,12.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Headache,Fatigue,Hungry,Anxious,Lack of appetite,Euphoric,Dizzy,Pain,20.0,0.0,Spicy/Herbal,Pepper,Earthy
581,Mauna Kea White Fire OG,Hybrid,4.7,3.0,Myrcene,Talkative,Dry eyes,Eye pressure,Relaxed,Dry mouth,Insomnia,Happy,Paranoid,Muscle spasms,Aroused,,Anxiety,Uplifted,,Epilepsy,20.0,0.0,Flowery,Lavender,Diesel
582,OG #18,Hybrid,4.6,427.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Sleepy,Headache,Depression,Uplifted,Anxious,Insomnia,21.0,0.0,Earthy,Pungent,Sweet
583,Stella Blue,Sativa,4.3,26.0,Myrcene,Happy,Dry mouth,Fatigue,Uplifted,Dry eyes,Stress,Energetic,Headache,Pain,Relaxed,Paranoid,Depression,Euphoric,,ADD,19.0,1.0,Blueberry,Pungent,Pine
584,Rocket Fuel,Hybrid,4.5,76.0,Limonene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Happy,Dizzy,Depression,Uplifted,Headache,Pain,Focused,Anxious,PTSD,24.0,0.0,Diesel,Earthy,Pungent
585,Wedding Crasher,Hybrid,4.5,181.0,Caryophyllene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Anxiety,Uplifted,Dizzy,Stress,Euphoric,Headache,Pain,Focused,Anxious,PTSD,21.0,0.0,Sweet,Berry,Grape
586,Purple Voodoo,Hybrid,4.2,94.0,Caryophyllene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Depression,Happy,Dizzy,Stress,Uplifted,Paranoid,Anxiety,Creative,Headache,Insomnia,16.0,1.0,Sweet,Pungent,Berry
587,Sapphire Scout,Hybrid,4.6,16.0,Limonene,Happy,Dry mouth,Insomnia,Relaxed,Anxious,Stress,Euphoric,Dry eyes,Depression,Sleepy,,Inflammation,Uplifted,,Pain,22.0,8.0,Sweet,Berry,Blueberry
588,Super Silver Haze,Sativa,4.3,2170.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Energetic,Paranoid,Pain,Creative,Anxious,Fatigue,18.0,1.0,Citrus,Earthy,Sweet
589,Morning Glory,Hybrid,4.9,14.0,Myrcene,Creative,Dry mouth,Stress,Happy,Dizzy,Pain,Energetic,Dry eyes,Anxiety,Uplifted,,Depression,Relaxed,,Fatigue,19.0,6.0,Pepper,Lime,Woody
590,Cat Piss,Sativa,3.8,313.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Energetic,Paranoid,Pain,Talkative,Headache,Fatigue,18.0,9.0,Pungent,Woody,Ammonia
591,Platinum Kush,Indica,4.3,736.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Hungry,Headache,Depression,18.0,0.0,Sweet,Earthy,Spicy/Herbal
592,Super Sour Diesel,Sativa,4.4,585.0,Limonene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Depression,Energetic,Dizzy,Pain,Creative,Anxious,Fatigue,22.0,6.0,Diesel,Pungent,Earthy
593,Banana Candy,Indica,4.0,29.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Dizzy,Anxiety,Giggly,Headache,Insomnia,Creative,Paranoid,Muscle spasms,32.0,0.0,Sweet,Tropical,Mango
594,Citrus Sunshine Haze,Hybrid,4.8,32.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Energetic,Dizzy,Pain,Creative,Paranoid,ADD,24.0,0.0,Lemon,Sweet,Mango
595,Lemon Cake,Sativa,4.4,156.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dizzy,Anxiety,Relaxed,Dry eyes,Depression,Euphoric,Paranoid,Lack of appetite,Energetic,Anxious,Pain,19.0,0.0,Lemon,Cheese,Earthy
596,Cheese Candy,Hybrid,4.3,62.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Anxious,Depression,Uplifted,Dry eyes,Lack of appetite,Hungry,Dizzy,Stress,Euphoric,Paranoid,Anxiety,17.0,0.0,Pungent,Flowery,Cheese
597,Blueberry Bomb,Hybrid,3.8,12.0,Myrcene,Relaxed,Dry eyes,Depression,Uplifted,Anxious,Inflammation,Tingly,Dry mouth,Muscle spasms,Talkative,Headache,Pain,Sleepy,,Stress,19.0,1.0,Blueberry,Citrus,Sweet
598,Lion’s Milk,Hybrid,4.6,5.0,Caryophyllene,Relaxed,Dry eyes,Depression,Euphoric,Dry mouth,Pain,Uplifted,,Anxiety,Tingly,,Fatigue,Talkative,,Inflammation,21.0,0.0,Earthy,,
599,Bullrider,Indica,4.4,113.0,Terpinolene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Creative,Paranoid,Anxiety,Euphoric,Dizzy,Insomnia,Uplifted,Headache,Depression,18.0,4.0,Earthy,,
600,Funky Monkey,Indica,4.2,33.0,Caryophyllene,Uplifted,Dry mouth,Pain,Relaxed,Dry eyes,Anxiety,Happy,Dizzy,Lack of appetite,Giggly,Headache,Stress,Talkative,,Depression,18.0,0.0,Berry,Sweet,Grape
601,Moon Cookies,Hybrid,4.8,20.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Pain,Euphoric,Dizzy,Stress,Creative,,Anxiety,Focused,,Nausea,19.0,0.0,Earthy,Citrus,Blueberry
602,Kobain Kush,Indica,4.1,14.0,Myrcene,Relaxed,Dry eyes,Pain,Sleepy,Anxious,Stress,Hungry,Headache,Depression,Happy,,Insomnia,Euphoric,,Muscle spasms,13.0,14.0,Earthy,Spicy/Herbal,Chestnut
603,Clementine Kush,Hybrid,4.3,31.0,Caryophyllene,Happy,Dry mouth,Depression,Relaxed,Anxious,Stress,Euphoric,Dizzy,Anxiety,Uplifted,Dry eyes,Inflammation,Creative,Paranoid,Pain,19.0,0.0,Citrus,Orange,Earthy
604,Cinderella 99,Hybrid,4.2,1124.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Energetic,Anxious,Pain,Creative,Dizzy,Fatigue,16.0,6.0,Earthy,Citrus,Sweet
605,Durga Mata II,Hybrid,4.5,11.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Anxiety,Happy,Headache,Depression,Talkative,,Headaches,,,Insomnia,19.0,0.0,Earthy,,
606,Chocolope Kush,Hybrid,3.9,141.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Depression,Creative,Paranoid,Insomnia,16.0,11.0,Earthy,Pungent,Woody
607,Honey Bananas,Hybrid,4.6,171.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Uplifted,Anxious,Pain,Euphoric,Dizzy,Anxiety,Giggly,Headache,Fatigue,21.0,0.0,Earthy,Honey,Sweet
608,SFV Dog,Hybrid,4.6,22.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,,Anxiety,Uplifted,,Depression,Focused,,Arthritis,23.0,9.0,Pine,Woody,Diesel
609,Blackberry Cream,Indica,4.9,47.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Uplifted,Dizzy,Pain,Euphoric,Paranoid,Insomnia,Hungry,,Muscle spasms,18.0,1.0,Pungent,Berry,Sweet
610,Purple Berry,Indica,4.3,94.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Pain,Sleepy,Dizzy,Stress,Euphoric,Anxious,Anxiety,Hungry,Paranoid,Depression,17.0,7.0,Spicy/Herbal,Earthy,Sweet
611,Triple Diesel,Sativa,4.3,71.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Uplifted,Anxious,Depression,Happy,Dizzy,Fatigue,Focused,Paranoid,Anxiety,19.0,6.0,Diesel,Sweet,Pungent
612,Juicy Jack,Hybrid,4.3,23.0,Terpinolene,Uplifted,Dry mouth,Anxiety,Happy,Dizzy,Pain,Euphoric,Dry eyes,Depression,Creative,Headache,Insomnia,Talkative,,Stress,17.0,6.0,Earthy,Flowery,Pungent
613,Rockstar,Indica,4.2,351.0,Pinene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Sleepy,Dizzy,Pain,Euphoric,Anxious,Depression,Uplifted,Paranoid,Insomnia,17.0,6.0,Earthy,Pungent,Skunk
614,Crown Royale,Indica,4.7,38.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Anxiety,Sleepy,Dizzy,Stress,Euphoric,,Insomnia,Hungry,,Depression,16.0,1.0,Flowery,Earthy,Sweet
615,Dream Lotus,Hybrid,4.2,55.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Anxious,Depression,Uplifted,Dizzy,Anxiety,Focused,Headache,Pain,Euphoric,Paranoid,ADD,16.0,11.0,Spicy/Herbal,Tea,Pine
616,White Urkle,Hybrid,4.7,81.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Anxious,Depression,Tingly,Paranoid,Anxiety,Uplifted,Dizzy,Headaches,20.0,1.0,Woody,Pine,Citrus
617,Khola,Hybrid,4.3,6.0,Myrcene,Giggly,Dry eyes,Stress,Hungry,Dry mouth,Anxiety,Euphoric,Paranoid,Insomnia,Uplifted,,Depression,Energetic,,Fatigue,17.0,9.0,Earthy,,
618,White Tahoe Cookies,Indica,4.5,138.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Sleepy,Anxious,Anxiety,Euphoric,Headache,Pain,Uplifted,Paranoid,Insomnia,20.0,0.0,Sweet,Earthy,Diesel
619,Zombie Kush,Indica,4.6,55.0,Caryophyllene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Happy,Headache,Pain,Hungry,,Lack of appetite,13.0,0.0,Earthy,Sweet,Berry
620,Tangie Cookies,Sativa,4.7,54.0,Caryophyllene,Euphoric,Dry mouth,Anxiety,Uplifted,Dry eyes,Depression,Happy,Anxious,Stress,Energetic,Paranoid,Fatigue,Focused,Dizzy,ADD,23.0,0.0,Orange,Sweet,Citrus
621,Purple Bud,Indica,3.9,25.0,Myrcene,Relaxed,Dry mouth,Lack of appetite,Sleepy,Dry eyes,Pain,Happy,Dizzy,Stress,Euphoric,Paranoid,Depression,Hungry,,Headaches,14.0,4.0,Sweet,Spicy/Herbal,Blueberry
622,African,Sativa,3.7,47.0,,Happy,Dry mouth,Lack of appetite,Euphoric,Dry eyes,Depression,Energetic,Paranoid,Fatigue,Uplifted,Headache,Stress,Creative,Anxious,Insomnia,13.0,0.0,Pungent,Flowery,Spicy/Herbal
623,Pine Cone,Hybrid,4.7,7.0,Myrcene,Creative,Dry mouth,Depression,Uplifted,Dry eyes,Pain,Tingly,Paranoid,Fatigue,Relaxed,,Inflammation,Focused,,Stress,18.0,0.0,Pine,Woody,Spicy/Herbal
624,Astroboy,Sativa,4.6,34.0,Myrcene,Energetic,Anxious,Depression,Happy,Dry eyes,Stress,Uplifted,Dry mouth,Fatigue,Creative,Paranoid,Anxiety,Focused,,Headaches,18.0,0.0,Sweet,Flowery,Citrus
625,A-Dub,Hybrid,4.5,68.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Anxious,Depression,Uplifted,Headache,Anxiety,Creative,,Headaches,23.0,6.0,Diesel,Earthy,Sweet
626,Critical Sensi Star,Indica,4.2,108.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Sleepy,Dizzy,Anxiety,Euphoric,Headache,Insomnia,Uplifted,Paranoid,Muscle spasms,18.0,9.0,Grapefruit,Pine,Honey
627,Pink Mango,Hybrid,4.4,15.0,Myrcene,Relaxed,Dry eyes,Headaches,Euphoric,Dry mouth,Lack of appetite,Happy,,Pain,Aroused,,Stress,Uplifted,,Depression,17.0,1.0,Mango,Tropical,Earthy
628,Alien Hallucination,Hybrid,4.1,42.0,Pinene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Paranoid,Muscle spasms,Relaxed,Anxious,Pain,Creative,Dizzy,Anxiety,20.0,0.0,Lemon,Sweet,Citrus
629,Dutch Hawaiian,Sativa,4.5,207.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Creative,Headache,Pain,Energetic,Dizzy,Fatigue,19.0,1.0,Flowery,Citrus,Sweet
630,King Kong,Hybrid,4.1,168.0,Caryophyllene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Depression,Focused,Paranoid,Insomnia,16.0,0.0,Flowery,Earthy,Skunk
631,XJ-13,Hybrid,4.3,932.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Paranoid,Anxiety,Energetic,Anxious,Pain,Creative,Dizzy,Fatigue,17.0,6.0,Citrus,Pine,Mango
632,Memory Loss,Sativa,4.6,79.0,Terpinolene,Uplifted,Dry mouth,Stress,Happy,Anxious,Pain,Euphoric,Dry eyes,Depression,Relaxed,Headache,Anxiety,Creative,Dizzy,Fatigue,21.0,0.0,Earthy,Citrus,Woody
633,Mango Sapphire,Hybrid,4.7,26.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Uplifted,,Depression,Euphoric,,Insomnia,Sleepy,,Cramps,20.0,0.0,Earthy,,
634,Strawberry Lemonade,Sativa,4.3,223.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Anxious,Anxiety,Energetic,Paranoid,Pain,Euphoric,Headache,Fatigue,21.0,0.0,Lemon,Strawberry,Sweet
635,Wonka Bars,Hybrid,4.6,36.0,Myrcene,Happy,Dry mouth,Anxiety,Energetic,Dry eyes,Depression,Uplifted,Anxious,Stress,Euphoric,Dizzy,Fatigue,Giggly,Headache,Lack of appetite,22.0,0.0,Citrus,,
636,Ringo's Gift,Hybrid,4.6,131.0,Myrcene,Relaxed,Dry mouth,Pain,Uplifted,Dry eyes,Stress,Happy,Headache,Anxiety,Focused,Anxious,Inflammation,Creative,,Depression,3.0,12.0,Earthy,,
637,Jungle Cake,Hybrid,4.6,65.0,Caryophyllene,Happy,Dry mouth,Pain,Uplifted,Dizzy,Stress,Talkative,Dry eyes,Anxiety,Relaxed,Anxious,Depression,Euphoric,Paranoid,Arthritis,21.0,0.0,Sweet,,
638,Jack Skellington,Sativa,4.5,104.0,Myrcene,Creative,Dry eyes,Stress,Happy,Dry mouth,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Pain,Energetic,Paranoid,Fatigue,16.0,8.0,Earthy,Diesel,Citrus
639,Critical Jack,Hybrid,4.3,172.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Focused,Anxious,Fatigue,Relaxed,Dizzy,Lack of appetite,Energetic,Headache,Anxiety,16.0,6.0,Citrus,Woody,Pine
640,Rocky Mountain High,Hybrid,4.3,22.0,Pinene,Relaxed,Anxious,Pain,Euphoric,Dry mouth,Stress,Uplifted,Paranoid,Nausea,Happy,Dizzy,Anxiety,Creative,Dry eyes,Depression,12.0,0.0,Earthy,Skunk,Citrus
641,Bubba Berry,Indica,4.9,14.0,Caryophyllene,Relaxed,Dry eyes,Stress,Sleepy,Dry mouth,Anxiety,Euphoric,,PTSD,Hungry,,Insomnia,Happy,,Depression,15.0,14.0,Earthy,Spicy/Herbal,Pepper
642,Pineapple Cookies,Hybrid,4.5,22.0,Myrcene,Relaxed,Anxious,Stress,Happy,Dry mouth,Pain,Euphoric,Paranoid,Depression,Creative,Dizzy,Anxiety,Uplifted,Headache,PTSD,17.0,0.0,Pineapple,Earthy,Spicy/Herbal
643,Goldberry,Indica,4.3,27.0,Terpinolene,Happy,Dry mouth,Anxiety,Creative,Dry eyes,Stress,Uplifted,,Pain,Focused,,Depression,Euphoric,,Fatigue,14.0,1.0,Blueberry,Ammonia,Mint
644,Haze Mist,Sativa,4.0,3.0,Myrcene,Hungry,Dry eyes,Insomnia,Happy,Dry mouth,Nausea,Focused,,Stress,Energetic,,Migraines,,,,18.0,6.0,Earthy,,
645,Blackberry Diesel,Sativa,4.1,22.0,Caryophyllene,Happy,Anxious,Stress,Energetic,Dry mouth,Depression,Uplifted,Dry eyes,Fatigue,Relaxed,Headache,Headaches,Euphoric,Paranoid,Lack of appetite,12.0,0.0,Diesel,Berry,Pungent
646,Golden Pineapple,Hybrid,4.5,458.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Energetic,Dizzy,Pain,Relaxed,Paranoid,Fatigue,18.0,0.0,Pineapple,Sweet,Tropical
