,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
3428,Jock Horror,Sativa,3.9,24.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Energetic,Dizzy,Lack of appetite,Uplifted,Anxious,Anxiety,Hungry,Paranoid,Fatigue,17.0,1.0,Sweet,Berry,Earthy
3429,Blue Heron,Hybrid,4.8,18.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Stress,Happy,Headache,Depression,Euphoric,N/A,Fatigue,Uplifted,N/A,Headaches,17.0,0.0,Sweet,Blueberry,Citrus
3430,Bianca,Hybrid,4.3,8.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Anxious,Stress,Uplifted,N/A,Lack of appetite,Hungry,N/A,Anxiety,Euphoric,N/A,Depression,17.0,8.0,Woody,Earthy,Spicy/Herbal
3434,Malawi Gold,Sativa,4.8,17.0,Myrcene,Uplifted,Dry eyes,Depression,Energetic,Dry mouth,Fatigue,Happy,Paranoid,Anxiety,Euphoric,Dizzy,Stress,Relaxed,N/A,PTSD,13.0,0.0,Citrus,Lemon,Tropical
3436,White Sangria,Hybrid,4.5,26.0,Pinene,Relaxed,Dry mouth,Anxiety,Uplifted,Paranoid,Stress,Happy,Anxious,Depression,Euphoric,Dizzy,Fatigue,Focused,Dry eyes,ADD,18.0,0.0,Woody,Earthy,Skunk
3439,Washing Machine,Indica,4.5,11.0,Limonene,Relaxed,Dry eyes,Pain,Happy,Dry mouth,Stress,Euphoric,N/A,Headaches,Sleepy,N/A,Insomnia,Uplifted,N/A,Eye pressure,18.0,1.0,Earthy,Cheese,Spicy/Herbal
3441,Dirty Girl,Sativa,4.5,176.0,Limonene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Anxious,Anxiety,Euphoric,Paranoid,Pain,Creative,Dizzy,Fatigue,19.0,1.0,Citrus,Tropical,Sweet
3447,Pure Love,Indica,4.7,23.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Anxious,Stress,Uplifted,Dizzy,Depression,Hungry,Dry eyes,Anxiety,Euphoric,Paranoid,Headaches,17.0,9.0,Flowery,Grape,Mango
3449,Sweet Lafayette,Indica,3.4,15.0,Limonene,Relaxed,Dizzy,Anxiety,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Asthma,Uplifted,Headache,Depression,Hungry,N/A,Insomnia,20.0,0.0,Citrus,Earthy,Pine
3450,Afghanica,Hybrid,4.1,16.0,Myrcene,Euphoric,Dry mouth,Pain,Relaxed,Dizzy,Stress,Happy,Dry eyes,Insomnia,Uplifted,Anxious,Depression,Sleepy,Paranoid,Anxiety,13.0,4.0,Sweet,Tea,Woody
3451,Sonoma Coma,Sativa,4.5,29.0,Limonene,Euphoric,Dry mouth,Anxiety,Uplifted,Dry eyes,Depression,Happy,Dizzy,Pain,Relaxed,Paranoid,Stress,Energetic,Headache,Fatigue,17.0,0.0,Citrus,Tropical,Spicy/Herbal
3455,Thai,Sativa,4.1,143.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Anxious,Depression,Focused,Dry eyes,Pain,Energetic,Dizzy,Fatigue,Uplifted,Headache,Anxiety,19.0,0.0,Earthy,Woody,Tobacco
3458,Critical Widow,Hybrid,4.3,38.0,Limonene,Uplifted,Dry eyes,Stress,Relaxed,Dry mouth,Pain,Euphoric,Dizzy,Depression,Happy,N/A,Inflammation,Tingly,N/A,Lack of appetite,14.0,8.0,Sweet,Skunk,Diesel
3460,California Hash Plant,Indica,4.3,9.0,Myrcene,Uplifted,Anxious,Stress,Talkative,Dry mouth,Inflammation,Hungry,Dry eyes,Pain,Happy,Paranoid,Anxiety,Relaxed,N/A,Cramps,19.0,0.0,Citrus,N/A,N/A
3461,Red Dragon,Hybrid,4.2,370.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Paranoid,Pain,Relaxed,Dizzy,Anxiety,Energetic,Anxious,Nausea,18.0,4.0,Sweet,Berry,Earthy
3462,Golden Lemon,Hybrid,4.5,119.0,Terpinolene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Depression,Euphoric,Anxious,Stress,Uplifted,Dizzy,Pain,Tingly,Headache,Insomnia,22.0,0.0,Lemon,Citrus,Pungent
3464,OG Diesel Kush,Hybrid,4.4,98.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Talkative,Dizzy,Pain,Creative,Paranoid,Depression,Euphoric,Headache,Insomnia,23.0,0.0,Strawberry,Skunk,Pine
3468,Swazi Gold,Sativa,3.5,86.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Energetic,Paranoid,Pain,Relaxed,Anxious,Lack of appetite,Giggly,Dizzy,Insomnia,16.0,1.0,Earthy,Citrus,Spicy/Herbal
3471,The Flav,Hybrid,4.2,48.0,Myrcene,Euphoric,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Dizzy,Pain,Relaxed,Anxious,Anxiety,Energetic,Headache,Headaches,17.0,0.0,Flowery,Berry,Sweet
3474,Purple Cheddar,Indica,4.5,35.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dizzy,Insomnia,Euphoric,Headache,Stress,Sleepy,Paranoid,Depression,Uplifted,N/A,Lack of appetite,23.0,7.0,Grape,Pungent,Flowery
3475,Savage Citrus Sunshine,Hybrid,4.5,2.0,Myrcene,Sleepy,Anxious,Fatigue,Uplifted,Dry eyes,Cramps,Tingly,Dry mouth,Depression,Talkative,Paranoid,Eye pressure,Hungry,Dizzy,Inflammation,24.0,0.0,Citrus,Grapefruit,Earthy
3477,Super Kush,Indica,4.1,85.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Dizzy,Pain,Euphoric,Anxious,Depression,Hungry,Paranoid,Insomnia,17.0,0.0,Tar,Earthy,Pungent
3479,Watermelon,Indica,4.4,255.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Sleepy,Dizzy,Anxiety,Euphoric,Headache,Insomnia,Hungry,Paranoid,Depression,21.0,0.0,Sweet,Tropical,Citrus
3482,Biochem,Indica,4.6,47.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Lack of appetite,Euphoric,Dizzy,Stress,Tingly,Headache,Depression,Hungry,N/A,Pain,22.0,6.0,Flowery,Spicy/Herbal,Earthy
3486,Blue Iguana,Hybrid,4.2,9.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Anxious,Depression,Talkative,Dry eyes,Headaches,Sleepy,Paranoid,Insomnia,Relaxed,N/A,Muscle spasms,16.0,0.0,Blueberry,Spicy/Herbal,Citrus
3491,Blackberry Dream,Hybrid,4.7,24.0,Myrcene,Uplifted,Dry eyes,Depression,Happy,Dry mouth,Anxiety,Relaxed,N/A,Pain,Euphoric,N/A,Muscle spasms,Energetic,N/A,Arthritis,15.0,9.0,Berry,Citrus,Tropical
3492,Nuken,Indica,4.4,225.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Insomnia,Sleepy,Paranoid,Depression,22.0,0.0,Earthy,Woody,Chestnut
3496,Strawberry Satori,Sativa,4.5,25.0,Caryophyllene,Uplifted,Paranoid,Stress,Creative,Anxious,Depression,Relaxed,Dry mouth,Anxiety,Happy,N/A,PTSD,Energetic,N/A,Fatigue,20.0,0.0,Strawberry,Berry,Pungent
3498,Cream Caramel,Indica,4.3,112.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Anxious,Pain,Euphoric,Dizzy,Anxiety,Hungry,Headache,Depression,15.0,0.0,Spicy/Herbal,Sweet,Earthy
3499,Alice in Wonderland,Sativa,4.5,111.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Anxious,Anxiety,Relaxed,Paranoid,Fatigue,Creative,Dizzy,ADD,16.0,0.0,Earthy,Woody,Ammonia
3500,Sour Pebbles,Sativa,4.3,38.0,Terpinolene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Energetic,N/A,Pain,Euphoric,N/A,Fatigue,Talkative,N/A,Anxiety,17.0,0.0,Sweet,Berry,Flowery
3503,Hurkle,Hybrid,4.7,72.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Uplifted,Dizzy,Anxiety,Sleepy,Headache,Inflammation,Hungry,N/A,Insomnia,7.0,7.0,Earthy,Nutty,Citrus
3505,Lemon Bubble,Sativa,4.4,43.0,Myrcene,Happy,Dry mouth,Stress,Energetic,Paranoid,Depression,Talkative,Anxious,Headaches,Euphoric,Dizzy,Muscle spasms,Uplifted,Dry eyes,Pain,14.0,0.0,Lemon,Woody,Pine
3506,Road Dawg,Hybrid,4.7,23.0,Myrcene,Happy,Dizzy,Stress,Relaxed,Dry eyes,Lack of appetite,Euphoric,Dry mouth,Insomnia,Uplifted,Anxious,Depression,Hungry,Headache,Headaches,17.0,11.0,Citrus,Lemon,Flowery
3507,Double OG,Indica,4.5,34.0,Myrcene,Relaxed,Dry mouth,Insomnia,Euphoric,Dizzy,Pain,Sleepy,Dry eyes,Fatigue,Happy,Anxious,Headaches,Uplifted,Headache,Anxiety,20.0,9.0,Earthy,Skunk,Flowery
3513,Godfather Purple Kush,Indica,4.4,22.0,Myrcene,Relaxed,Dizzy,Pain,Happy,Dry eyes,Stress,Euphoric,Dry mouth,Anxiety,Tingly,Headache,Headaches,Sleepy,Paranoid,ADD,17.0,4.0,Berry,Grape,Earthy
3515,Phantom Arrow,Indica,5.0,3.0,Myrcene,Relaxed,Dry mouth,Headaches,Happy,Headache,Inflammation,Focused,N/A,Pain,Uplifted,N/A,Stress,Tingly,N/A,Fatigue,18.0,0.0,TreeFruit,Menthol,Mint
3517,CBD Blue Shark,Hybrid,4.5,31.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Inflammation,Uplifted,Dizzy,Stress,Focused,Anxious,Anxiety,Sleepy,Headache,Depression,15.0,10.0,Tea,Berry,Earthy
3527,Green Goddess,Hybrid,4.6,91.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Uplifted,Anxious,Anxiety,Euphoric,Headache,Pain,Focused,Paranoid,Fatigue,19.0,6.0,Flowery,Pungent,Sweet
3529,Jelly Breath,Hybrid,4.8,25.0,Limonene,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Depression,Tingly,N/A,Nausea,Euphoric,N/A,Pain,Sleepy,N/A,Stress,17.0,0.0,Earthy,N/A,N/A
3530,Azure Haze,Hybrid,4.4,14.0,Limonene,Uplifted,Dry mouth,Depression,Relaxed,Dizzy,Insomnia,Happy,Anxious,Stress,Euphoric,Dry eyes,ADD,Focused,N/A,Pain,17.0,1.0,Sweet,Blueberry,Berry
3534,Mad Scientist,Indica,4.6,39.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Headache,Pain,Sleepy,Dry eyes,Stress,Euphoric,Paranoid,Anxiety,Uplifted,N/A,ADD,20.0,8.0,Earthy,Woody,Pungent
3536,Hawaiian Cookies,Hybrid,4.5,33.0,Terpinolene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Dizzy,Pain,Uplifted,Headache,Depression,Creative,Paranoid,Fatigue,19.0,0.0,Flowery,Sweet,Berry
3538,Pearl Scout Cookies,Hybrid,4.6,51.0,Caryophyllene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Anxiety,Euphoric,Dizzy,Stress,Relaxed,Anxious,Headaches,Energetic,Paranoid,Pain,15.0,0.0,Sweet,Pungent,Flowery
3540,Velvet Bud,Sativa,4.3,17.0,Myrcene,Uplifted,Dry mouth,Depression,Euphoric,Anxious,Stress,Relaxed,Dry eyes,Fatigue,Happy,N/A,Lack of appetite,Energetic,N/A,Inflammation,17.0,1.0,Sweet,Blueberry,Pine
3543,Bay Dream,Sativa,4.3,102.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Relaxed,Dizzy,Anxiety,Uplifted,Paranoid,Pain,Energetic,Anxious,Fatigue,19.0,0.0,Flowery,Earthy,Sweet
3545,Pitbull,Indica,4.2,170.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Uplifted,Anxious,Nausea,16.0,0.0,Earthy,Flowery,Pungent
3549,Supermax OG,Hybrid,4.8,49.0,Myrcene,Relaxed,Dry eyes,Pain,Euphoric,Dry mouth,Stress,Happy,Dizzy,Insomnia,Tingly,Headache,Lack of appetite,Uplifted,N/A,Anxiety,23.0,0.0,Pine,Citrus,Woody
3557,Doc’s OG,Hybrid,4.6,25.0,Myrcene,Relaxed,Dry mouth,Anxiety,Euphoric,Dry eyes,Pain,Happy,N/A,Stress,Uplifted,N/A,Depression,Sleepy,N/A,Insomnia,17.0,0.0,Earthy,N/A,N/A
3560,Hibiscus Sunrise,Hybrid,4.5,32.0,Myrcene,Relaxed,Dry mouth,Anxiety,Euphoric,Anxious,Depression,Uplifted,N/A,Pain,Happy,N/A,Arthritis,Energetic,N/A,Insomnia,17.0,0.0,Flowery,Lavender,Sweet
3563,Cement Shoes,Indica,4.9,11.0,Caryophyllene,Euphoric,Anxious,Insomnia,Uplifted,Dizzy,Stress,Relaxed,Dry mouth,Anxiety,Giggly,N/A,Muscle spasms,Tingly,N/A,Pain,22.0,0.0,Earthy,N/A,N/A
3564,Moon Walk,Indica,4.3,3.0,Limonene,Relaxed,Dry eyes,Pain,Sleepy,Dry mouth,Arthritis,Tingly,Paranoid,Cramps,Euphoric,N/A,Depression,N/A,N/A,Insomnia,21.0,1.0,Sweet,N/A,N/A
3571,Four Way,Indica,4.6,9.0,Myrcene,Uplifted,Dry eyes,Nausea,Relaxed,Dry mouth,Stress,Happy,N/A,Anxiety,Creative,N/A,N/A,Tingly,N/A,N/A,17.0,6.0,Pepper,Earthy,Spicy/Herbal
3572,Pure Afghan,Indica,4.6,58.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Anxious,Insomnia,Hungry,Dizzy,Anxiety,Euphoric,Paranoid,Depression,18.0,4.0,Earthy,Spicy/Herbal,Woody
3576,Power Plant,Sativa,4.1,360.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Anxious,Pain,Energetic,Dizzy,Depression,Talkative,Headache,Insomnia,15.0,1.0,Earthy,Spicy/Herbal,Sweet
3577,Malawi,Sativa,4.5,74.0,Myrcene,Energetic,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Creative,Dizzy,Fatigue,Euphoric,Paranoid,Anxiety,Happy,Anxious,Pain,21.0,1.0,Earthy,Flowery,Woody
3578,Lambo OG,Hybrid,4.4,19.0,Myrcene,Euphoric,Dry mouth,Pain,Happy,Dizzy,Nausea,Sleepy,Dry eyes,Insomnia,Relaxed,Headache,Muscle spasms,Uplifted,N/A,Stress,14.0,0.0,Pine,Citrus,Tropical
3579,Frostbite,Sativa,4.0,31.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dizzy,Inflammation,Uplifted,Dry eyes,Insomnia,Focused,Headache,Lack of appetite,Euphoric,N/A,Pain,19.0,0.0,Earthy,Tea,Lime
3580,Black Velvet,Hybrid,4.0,24.0,Terpinolene,Sleepy,Dry eyes,Stress,Relaxed,Dry mouth,Pain,Hungry,N/A,Anxiety,Happy,N/A,Depression,Euphoric,N/A,Nausea,19.0,0.0,Sweet,Flowery,Citrus
3581,Strawberry Dream,Hybrid,4.3,71.0,Pinene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Anxious,Depression,Relaxed,Dizzy,Pain,Energetic,Paranoid,Fatigue,19.0,0.0,Strawberry,Sweet,Berry
3582,Frosted Cherry Cookies,Hybrid,4.9,16.0,Myrcene,Relaxed,Dry eyes,Pain,Happy,Dry mouth,Stress,Tingly,N/A,Depression,Euphoric,N/A,Headaches,Uplifted,N/A,Insomnia,23.0,0.0,Earthy,N/A,N/A
3583,Richie Rich,Hybrid,4.5,4.0,Myrcene,Happy,Dry eyes,Stress,Talkative,Dry mouth,Pain,Euphoric,N/A,Headaches,Creative,N/A,Insomnia,Uplifted,N/A,Anxiety,17.0,6.0,Sweet,Lemon,Tropical
3584,Pink Berry,Indica,4.2,11.0,Myrcene,Sleepy,Anxious,Anxiety,Relaxed,Dry eyes,ADD,Uplifted,N/A,Depression,Talkative,N/A,Eye pressure,Focused,N/A,Headaches,17.0,0.0,Sweet,Berry,Tropical
3590,Chocolate Thunder,Sativa,3.7,11.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Paranoid,Depression,Creative,N/A,Fatigue,Focused,N/A,Headaches,Energetic,N/A,Inflammation,16.0,11.0,Honey,Nutty,Spicy/Herbal
3591,Tangie,Sativa,4.4,1216.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Energetic,Anxious,Anxiety,Euphoric,Dizzy,Fatigue,Creative,Headache,Pain,17.0,0.0,Citrus,Orange,Sweet
3592,Pineapple Chunk,Hybrid,4.4,366.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Energetic,Paranoid,Insomnia,18.0,6.0,Pineapple,Cheese,Skunk
3593,Casper OG,Indica,5.0,19.0,Myrcene,Relaxed,Dry eyes,Anxiety,Euphoric,Dry mouth,Depression,Sleepy,Anxious,Insomnia,Happy,Paranoid,Pain,Creative,N/A,Stress,21.0,0.0,Earthy,Pungent,Woody
3598,Lemon Drop,Hybrid,4.0,207.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Euphoric,Anxious,Pain,Energetic,Headache,Lack of appetite,17.0,0.0,Lemon,Citrus,Earthy
3600,Scout's Honor,Hybrid,4.8,25.0,Caryophyllene,Relaxed,Anxious,Anxiety,Happy,Dizzy,Depression,Euphoric,Dry mouth,Cramps,Talkative,Paranoid,Insomnia,Sleepy,N/A,Lack of appetite,23.0,0.0,Earthy,N/A,N/A
3603,Black Haze,Hybrid,4.4,43.0,Limonene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Pain,Euphoric,Anxious,Stress,Uplifted,Dizzy,Depression,Creative,Headache,Lack of appetite,15.0,9.0,Spicy/Herbal,Berry,Lavender
3604,Sweet Diesel,Sativa,4.0,88.0,Linalool,Happy,Dry mouth,Stress,Creative,Dry eyes,Pain,Uplifted,Headache,Depression,Relaxed,Dizzy,Anxiety,Focused,Paranoid,Headaches,18.0,0.0,Diesel,Sweet,Earthy
3607,Apollo 11,Hybrid,4.2,75.0,Myrcene,Euphoric,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Creative,Dizzy,Anxiety,Energetic,Paranoid,Depression,Happy,Anxious,Fatigue,21.0,6.0,Pine,Citrus,Pungent
3614,Zookies,Hybrid,4.5,141.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Uplifted,Anxious,Depression,Focused,Dizzy,Pain,Euphoric,Headache,Lack of appetite,21.0,2.0,Earthy,N/A,N/A
3615,Green Avenger,Hybrid,4.8,9.0,Caryophyllene,Happy,Dry mouth,Anxiety,Energetic,Headache,Depression,Euphoric,Anxious,Fatigue,Creative,Dry eyes,Stress,Uplifted,N/A,PMS,17.0,0.0,Flowery,Pungent,Mint
3625,Face on Fire,Hybrid,4.9,9.0,Limonene,Relaxed,Dizzy,Depression,Uplifted,Dry eyes,Pain,Hungry,Dry mouth,Stress,Happy,Headache,Insomnia,Creative,N/A,Nausea,20.0,0.0,Earthy,N/A,N/A
3626,Dank Schrader,Indica,4.9,38.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Euphoric,Anxious,Insomnia,Uplifted,Dry eyes,Depression,Hungry,Paranoid,Inflammation,18.0,0.0,Sweet,Pine,Earthy
3628,Ogre Berry,Indica,4.5,14.0,Myrcene,Happy,Dry mouth,Stress,Giggly,Dry eyes,Depression,Uplifted,Dizzy,Pain,Relaxed,Paranoid,Fatigue,Sleepy,N/A,Lack of appetite,20.0,4.0,Sweet,Mint,Citrus
3635,Nevil's Wreck,Sativa,4.3,10.0,Myrcene,Talkative,Dry mouth,Headaches,Euphoric,Headache,Inflammation,Energetic,Dry eyes,Muscle spasms,Uplifted,Paranoid,Nausea,Tingly,N/A,Pain,15.0,1.0,Earthy,N/A,N/A
3636,Mob Boss,Hybrid,4.5,293.0,Pinene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Euphoric,Paranoid,Anxiety,Uplifted,Anxious,Pain,Energetic,Dizzy,Lack of appetite,19.0,0.0,Woody,Pine,Earthy
3640,Tangerine,Hybrid,4.2,212.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Relaxed,Paranoid,Depression,Euphoric,Anxious,Pain,Energetic,Headache,Fatigue,14.0,0.0,Citrus,Orange,Tropical
3642,Caramelo,Sativa,4.3,29.0,Limonene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Pain,Energetic,Paranoid,Stress,Tingly,Dizzy,Lack of appetite,Euphoric,N/A,Insomnia,17.0,0.0,Woody,Sweet,Flowery
3646,Northern Hashplant,Indica,4.5,79.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Sleepy,Dizzy,Pain,Uplifted,N/A,Insomnia,Euphoric,N/A,Depression,15.0,1.0,Earthy,N/A,N/A
3647,Strawberry Shortcake,Indica,4.5,65.0,Caryophyllene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Insomnia,Creative,Anxious,Pain,Euphoric,N/A,Stress,Focused,N/A,Headaches,22.0,0.0,Earthy,N/A,N/A
3649,Booger,Hybrid,4.7,49.0,Limonene,Happy,Dry mouth,Depression,Uplifted,Paranoid,Pain,Energetic,Anxious,Anxiety,Creative,Headache,Stress,Focused,Dry eyes,Fatigue,18.0,0.0,Sweet,Earthy,Berry
3651,Big Smooth,Hybrid,4.6,90.0,Pinene,Relaxed,Dry mouth,Anxiety,Happy,Anxious,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Pain,Giggly,Dizzy,Fatigue,20.0,0.0,Blueberry,Earthy,Sweet
3652,Hollywood OG,Hybrid,4.3,55.0,Myrcene,Relaxed,Dry mouth,Stress,Uplifted,Headache,Pain,Happy,Anxious,Depression,Focused,Dry eyes,Insomnia,Euphoric,Dizzy,Nausea,17.0,0.0,Earthy,Sweet,Diesel
3654,Dank Sinatra,Hybrid,4.3,18.0,Limonene,Relaxed,Dry mouth,Pain,Happy,Dizzy,Depression,Uplifted,Headache,Fatigue,Sleepy,N/A,Headaches,Giggly,N/A,Insomnia,18.0,0.0,Diesel,Berry,Tropical
3655,Strawberry Milkshake,Hybrid,4.3,16.0,Caryophyllene,Relaxed,Dry eyes,Stress,Happy,Headache,Depression,Uplifted,N/A,Headaches,Sleepy,N/A,Insomnia,Tingly,N/A,Pain,19.0,0.0,Strawberry,Sweet,Berry
3656,Jack Widow,Hybrid,4.0,37.0,Pinene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Euphoric,Dizzy,Nausea,Creative,Paranoid,Depression,Hungry,N/A,Insomnia,17.0,6.0,Sweet,Mango,Earthy
3658,White Strawberry,Hybrid,3.3,6.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Headache,Anxiety,Focused,N/A,Gastrointestinal disorder,Euphoric,N/A,Depression,N/A,N/A,Eye pressure,21.0,0.0,Sweet,Skunk,Citrus
3660,Northern Skunk,Hybrid,4.5,53.0,Pinene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Anxious,Depression,Uplifted,N/A,Headaches,Sleepy,N/A,Insomnia,15.0,1.0,Skunk,Pepper,Earthy
3663,Cookies and Dream,Hybrid,4.6,54.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Relaxed,Anxious,Depression,Euphoric,Dizzy,Pain,Energetic,N/A,PTSD,12.0,11.0,Citrus,Pungent,Sweet
3670,Sharksbreath,Hybrid,4.3,91.0,Caryophyllene,Happy,Dry mouth,Pain,Uplifted,Dry eyes,Stress,Euphoric,Dizzy,Depression,Focused,Headache,Anxiety,Relaxed,Paranoid,Insomnia,17.0,0.0,Pungent,Skunk,Woody
3672,Love Triangle,Hybrid,4.3,16.0,Limonene,Euphoric,Dry mouth,Depression,Happy,Anxious,Fatigue,Creative,Paranoid,Nausea,Uplifted,N/A,Pain,Relaxed,N/A,Eye pressure,15.0,1.0,Earthy,N/A,N/A
3675,999,Indica,4.3,7.0,Myrcene,Relaxed,Dry mouth,Depression,Uplifted,Anxious,Spasticity,Euphoric,Dry eyes,Stress,Tingly,N/A,ADD,Happy,N/A,Anxiety,19.0,0.0,Diesel,Tobacco,Chemical
3676,Ridge Berry,Sativa,4.5,2.0,Myrcene,Sleepy,Anxious,Fatigue,Relaxed,Dizzy,Nausea,Happy,N/A,Stress,Focused,N/A,N/A,Euphoric,N/A,N/A,19.0,0.0,Earthy,Sweet,Flowery
3677,Pineapple Haze,Sativa,4.3,90.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dizzy,Depression,Relaxed,Dry eyes,Lack of appetite,Energetic,Headache,Pain,Euphoric,Paranoid,Headaches,16.0,10.0,Pineapple,Sweet,Pungent
3678,Purple Happy Rancher,Indica,4.3,55.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Stress,Euphoric,Anxious,Anxiety,Sleepy,N/A,Pain,Uplifted,N/A,Depression,16.0,0.0,Grape,Tropical,Flowery
3679,Crumbled Lime,Sativa,4.9,12.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dizzy,Headaches,Euphoric,Headache,Stress,Uplifted,N/A,Fatigue,Focused,N/A,Lack of appetite,18.0,1.0,Citrus,N/A,N/A
3682,Snoop's Dream,Hybrid,4.5,375.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Paranoid,Anxiety,Uplifted,Anxious,Pain,Creative,Dizzy,Insomnia,19.0,11.0,Sweet,N/A,N/A
3683,Murkle,Indica,3.5,2.0,Myrcene,Talkative,Dry mouth,Depression,Sleepy,Dizzy,Inflammation,Relaxed,Dry eyes,Insomnia,Hungry,Paranoid,Pain,Happy,N/A,Stress,13.0,1.0,Sweet,Earthy,Pungent
3684,Sour Strawberry Diesel,Hybrid,4.5,61.0,Limonene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Euphoric,Anxious,Insomnia,Talkative,Paranoid,ADD,14.0,0.0,Diesel,Strawberry,Sweet
3685,Elvis,Hybrid,4.6,40.0,Myrcene,Uplifted,Dry mouth,Stress,Relaxed,Anxious,Pain,Happy,Dizzy,Depression,Euphoric,Dry eyes,Insomnia,Talkative,Paranoid,Fatigue,22.0,1.0,Diesel,Rose,Cheese
3686,Buddha's Sister,Indica,4.3,156.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Anxious,Pain,Euphoric,Dizzy,Insomnia,Sleepy,Paranoid,Depression,21.0,0.0,Berry,N/A,N/A
