,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
3189,Flo OG,Indica,4.4,68.0,Limonene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Pain,Euphoric,Dizzy,Depression,Sleepy,Anxious,Anxiety,Uplifted,Paranoid,Headaches,18.0,0.0,Earthy,Sweet,Pungent
3191,Blush,Hybrid,5.0,3.0,Myrcene,Talkative,Anxious,Depression,Relaxed,Dry eyes,Eye pressure,Happy,Dry mouth,Fatigue,Creative,Paranoid,Lack of appetite,Uplifted,N/A,Muscle spasms,13.0,0.0,Pepper,Earthy,Honey
3192,Pink Cookies,Hybrid,4.5,103.0,Caryophyllene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Anxious,Insomnia,Tingly,Dizzy,Pain,Uplifted,Paranoid,Lack of appetite,21.0,14.0,Pepper,Sweet,Spicy/Herbal
3193,Marionberry Kush,Hybrid,4.5,173.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Anxious,Anxiety,Euphoric,Dizzy,Insomnia,Creative,Headache,Pain,18.0,0.0,Berry,Earthy,Sweet
3194,Gooberry,Indica,4.4,51.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Anxious,Pain,Sleepy,Headache,Depression,Hungry,N/A,Insomnia,16.0,1.0,Berry,Blueberry,Sweet
3196,Sweet Tart,Hybrid,5.0,2.0,Myrcene,Uplifted,Dry eyes,Depression,Tingly,Dry mouth,Headaches,Talkative,N/A,Lack of appetite,Relaxed,N/A,Pain,Happy,N/A,Stress,18.0,4.0,Earthy,N/A,N/A
3197,Serious 6,Sativa,3.7,19.0,Myrcene,Uplifted,Dry eyes,Stress,Energetic,Dry mouth,Depression,Aroused,N/A,Eye pressure,Happy,N/A,Fatigue,Focused,N/A,Inflammation,9.0,1.0,Spicy/Herbal,Woody,Chemical
3200,Tangerine Dream,Hybrid,4.3,975.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Euphoric,Dizzy,Depression,Relaxed,Paranoid,Anxiety,Energetic,Headache,Fatigue,17.0,4.0,Citrus,Orange,Sweet
3203,Green Poison,Indica,4.2,149.0,N/A,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Dizzy,Pain,Euphoric,Headache,Anxiety,Hungry,Anxious,Depression,13.0,0.0,Earthy,Woody,Citrus
3205,Blue Cookies,Hybrid,4.7,633.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Pain,Sleepy,Anxious,Insomnia,19.0,1.0,Blueberry,Berry,Sweet
3206,Acid,Hybrid,4.5,38.0,Myrcene,Euphoric,Dry eyes,Stress,Happy,Dry mouth,Depression,Creative,Anxious,Nausea,Energetic,Dizzy,Anxiety,Uplifted,Headache,PTSD,16.0,12.0,Diesel,Earthy,Citrus
3208,Biscotti,Hybrid,4.6,146.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Anxious,Insomnia,Uplifted,Dizzy,Pain,Tingly,Paranoid,Depression,21.0,0.0,Mint,N/A,N/A
3211,Red Diesel,Hybrid,4.2,75.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Relaxed,Anxious,Pain,Uplifted,Paranoid,Depression,Hungry,Dizzy,Lack of appetite,15.0,12.0,Diesel,Orange,Berry
3212,Oregon Pineapple,Hybrid,4.3,43.0,Caryophyllene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Relaxed,N/A,Anxiety,Euphoric,N/A,Arthritis,Energetic,N/A,Pain,23.0,10.0,Pineapple,Earthy,Sweet
3214,Bubblegun,Hybrid,3.5,44.0,Limonene,Happy,Dry mouth,Stress,Hungry,Dry eyes,Anxiety,Euphoric,Headache,Insomnia,Uplifted,Dizzy,Pain,Relaxed,Paranoid,Nausea,16.0,1.0,Sweet,Pepper,Mint
3215,Godberry,Indica,4.5,97.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Headache,Insomnia,Sleepy,Paranoid,Anxiety,Uplifted,Dizzy,Depression,15.0,1.0,Berry,Sweet,Flowery
3216,Future,Hybrid,4.8,67.0,Limonene,Relaxed,Dry mouth,Depression,Euphoric,Dizzy,Stress,Happy,Dry eyes,Pain,Uplifted,Anxious,Anxiety,Creative,Paranoid,Muscle spasms,23.0,2.0,Earthy,Pine,Diesel
3218,Swiss Indica,Indica,4.0,8.0,Caryophyllene,Relaxed,Dry mouth,Inflammation,Happy,Anxious,Insomnia,Uplifted,Dry eyes,Pain,Focused,N/A,Stress,Energetic,N/A,Anxiety,19.0,0.0,Pungent,Berry,Tropical
3219,Afghan Skunk,Indica,4.4,60.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Sleepy,Dizzy,Insomnia,Hungry,Headache,Lack of appetite,Uplifted,Anxious,Pain,13.0,6.0,Woody,Skunk,Spicy/Herbal
3224,Loud Dream,Hybrid,3.8,44.0,Myrcene,Creative,Dry mouth,Pain,Happy,Paranoid,Stress,Focused,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Relaxed,Headache,Inflammation,16.0,11.0,Sweet,Citrus,Pine
3226,Green Magic,Hybrid,4.4,10.0,Myrcene,Uplifted,Dry eyes,Depression,Happy,Paranoid,Eye pressure,Creative,Anxious,Headaches,Tingly,Dizzy,Insomnia,Relaxed,Dry mouth,Lack of appetite,17.0,0.0,Flowery,Mint,Sweet
3229,Pinot Green,Sativa,4.5,12.0,Myrcene,Focused,Anxious,Depression,Talkative,Dizzy,Inflammation,Euphoric,N/A,Lack of appetite,Energetic,N/A,Nausea,Creative,N/A,Pain,18.0,8.0,Woody,Earthy,Coffee
3231,White Romulan,Hybrid,4.3,62.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Headache,Stress,Euphoric,Dry eyes,Anxiety,Focused,Anxious,Headaches,Uplifted,Paranoid,Lack of appetite,20.0,0.0,Earthy,Cheese,Pungent
3232,Cherry Diesel,Hybrid,4.5,207.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Depression,Euphoric,Anxious,Stress,Uplifted,Paranoid,Pain,Energetic,Dizzy,Fatigue,15.0,0.0,Diesel,Sweet,Berry
3236,Super Green Crack,Sativa,4.3,110.0,Myrcene,Energetic,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Happy,Headache,Pain,Focused,Paranoid,Anxiety,Euphoric,Anxious,Fatigue,22.0,10.0,Woody,Earthy,Pungent
3239,Harmony,Hybrid,4.3,29.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Euphoric,Dry eyes,Anxiety,Uplifted,Anxious,Depression,Creative,Paranoid,Fatigue,20.0,9.0,Citrus,Lemon,Earthy
3240,Orange Durban,Sativa,4.8,12.0,Pinene,Energetic,Dry eyes,Depression,Focused,Dry mouth,Fatigue,Uplifted,Headache,Headaches,Talkative,N/A,Stress,Happy,N/A,Anxiety,15.0,1.0,Orange,Pine,Citrus
3241,Chiesel,Hybrid,4.3,250.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Anxiety,Creative,Headache,Headaches,21.0,12.0,Cheese,Diesel,Earthy
3243,Blue Magic,Sativa,4.6,46.0,Myrcene,Energetic,Dry mouth,Depression,Euphoric,Paranoid,Stress,Happy,Anxious,Anxiety,Relaxed,Dizzy,Asthma,Uplifted,Dry eyes,Fatigue,18.0,11.0,Citrus,Lemon,Blueberry
3245,Jenny Kush,Hybrid,4.7,148.0,Pinene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Euphoric,Dizzy,Pain,Creative,Headache,PTSD,25.0,0.0,Nutty,Sweet,Citrus
3246,Jack 47,Hybrid,4.6,36.0,Myrcene,Happy,Dry eyes,Depression,Relaxed,Dry mouth,Lack of appetite,Euphoric,N/A,Stress,Energetic,N/A,Fatigue,Uplifted,N/A,Anxiety,15.0,6.0,Lemon,Citrus,Sweet
3249,Afghani CBD,Indica,4.6,50.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Sleepy,Dizzy,Inflammation,Uplifted,Headache,Anxiety,Creative,N/A,Depression,18.0,4.0,Flowery,Spicy/Herbal,Earthy
3250,Cambodian Haze,Sativa,4.7,7.0,Myrcene,Happy,Dry eyes,Depression,Euphoric,Dry mouth,Stress,Focused,N/A,Eye pressure,Energetic,N/A,Fatigue,Creative,N/A,Headaches,18.0,0.0,Citrus,Sweet,Spicy/Herbal
3251,Sour Bubba,Indica,4.7,30.0,Caryophyllene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Uplifted,N/A,Anxiety,Relaxed,N/A,Insomnia,Sleepy,N/A,Pain,20.0,6.0,Spicy/Herbal,Sweet,Diesel
3255,Purple Skunk,Hybrid,4.2,99.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Depression,Uplifted,Headache,Anxiety,Focused,Anxious,Insomnia,18.0,6.0,Skunk,Earthy,Woody
3256,G13 Haze,Hybrid,4.4,203.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Dizzy,Depression,Relaxed,Paranoid,Anxiety,Energetic,Headache,Insomnia,15.0,0.0,Earthy,Lemon,Pungent
3257,Maui Bubble Gift,Hybrid,4.6,45.0,Limonene,Relaxed,Dry eyes,Pain,Uplifted,Anxious,Stress,Euphoric,Dry mouth,Anxiety,Happy,Dizzy,Headaches,Hungry,Headache,Lack of appetite,8.0,11.0,Sweet,Earthy,Woody
3261,Guard Dawg,Indica,4.2,18.0,Limonene,Relaxed,Dizzy,Anxiety,Sleepy,Dry mouth,Insomnia,Happy,N/A,Stress,Tingly,N/A,Depression,Giggly,N/A,Lack of appetite,22.0,0.0,Earthy,Sweet,Woody
3268,White Lotus,Hybrid,4.1,38.0,Caryophyllene,Relaxed,Dry mouth,Depression,Euphoric,Dry eyes,Pain,Happy,N/A,Stress,Focused,N/A,PTSD,Sleepy,N/A,Fatigue,19.0,1.0,Earthy,Citrus,Flowery
3270,Super Glu,Hybrid,4.7,15.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Sleepy,Paranoid,Fatigue,Tingly,Anxious,Lack of appetite,Happy,N/A,Muscle spasms,Uplifted,N/A,Pain,18.0,2.0,Flowery,Sweet,Earthy
3271,Durban Poison,Sativa,4.4,3350.0,Terpinolene,Energetic,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Anxious,Anxiety,Euphoric,Paranoid,Pain,Focused,Dizzy,Fatigue,17.0,1.0,Earthy,Pine,Sweet
3275,Chemdog #4 x Alien OG Kush,Hybrid,4.5,28.0,Myrcene,Energetic,Dry mouth,Depression,Uplifted,Anxious,Fatigue,Relaxed,Dizzy,Pain,Focused,Paranoid,Stress,Creative,N/A,Arthritis,19.0,0.0,Skunk,Earthy,Nutty
3276,Grape Valley Kush,Indica,4.8,45.0,Myrcene,Relaxed,Dry mouth,Anxiety,Euphoric,Anxious,Depression,Sleepy,Dizzy,Pain,Happy,Paranoid,Lack of appetite,Uplifted,Dry eyes,Stress,25.0,9.0,Grape,Flowery,Plum
3278,Bedica,Indica,4.3,18.0,N/A,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Inflammation,Sleepy,Dizzy,Arthritis,Hungry,Headache,Insomnia,Focused,N/A,Stress,22.0,0.0,Earthy,Pungent,Woody
3282,Grease Monkey,Hybrid,4.6,354.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Dizzy,Anxiety,Sleepy,Anxious,Depression,Uplifted,Paranoid,Insomnia,21.0,2.0,Earthy,Diesel,Pungent
3286,Old Toby,Hybrid,4.4,11.0,N/A,Happy,Dry eyes,Stress,Relaxed,Dry mouth,Cramps,Euphoric,N/A,Fatigue,Creative,N/A,Pain,Uplifted,N/A,Anxiety,15.0,0.0,Lime,Pine,Spicy/Herbal
3291,OJ Kush,Hybrid,4.2,53.0,Myrcene,Relaxed,Dizzy,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dry mouth,Depression,Uplifted,Anxious,Insomnia,Creative,Paranoid,Pain,18.0,0.0,Earthy,N/A,N/A
3292,Bootlegger,Hybrid,4.4,9.0,Myrcene,Uplifted,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Happy,Dizzy,Anxiety,Euphoric,N/A,PTSD,Creative,N/A,Nausea,17.0,1.0,Earthy,Pungent,Sweet
3298,Sizzurp,Hybrid,4.6,5.0,Myrcene,Relaxed,Dry eyes,Depression,Uplifted,Dizzy,Headaches,Euphoric,Dry mouth,Inflammation,Happy,N/A,Insomnia,Focused,N/A,Lack of appetite,21.0,0.0,Earthy,Citrus,Sweet
3300,Katsu,Indica,4.2,45.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Insomnia,Euphoric,N/A,Stress,Happy,N/A,Anxiety,Focused,N/A,Muscle spasms,16.0,0.0,Earthy,N/A,N/A
3304,Pakistani Chitral Kush,Indica,4.6,107.0,N/A,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Dizzy,Pain,Euphoric,Headache,Anxiety,Uplifted,N/A,Depression,16.0,0.0,Earthy,Flowery,Violet
3305,Carnival,Sativa,4.6,12.0,Terpinolene,Uplifted,Dizzy,Depression,Talkative,Headache,Eye pressure,Happy,N/A,Fatigue,Euphoric,N/A,Insomnia,Energetic,N/A,Lack of appetite,16.0,0.0,Earthy,Pine,N/A
3308,Mystery 98,Hybrid,4.7,10.0,Limonene,Relaxed,Dry mouth,Anxiety,Happy,Dizzy,Depression,Uplifted,Dry eyes,Stress,Sleepy,N/A,Inflammation,Talkative,N/A,Insomnia,16.0,14.0,Earthy,Citrus,Flowery
3309,LA Ultra,Indica,4.7,26.0,Myrcene,Euphoric,Dry mouth,Insomnia,Relaxed,Dry eyes,Stress,Happy,Dizzy,Pain,Tingly,Headache,Anxiety,Sleepy,Paranoid,Headaches,10.0,9.0,Lemon,Chemical,Lime
3312,Grape Cookies,Indica,4.7,35.0,Caryophyllene,Relaxed,Dry mouth,Insomnia,Uplifted,Dry eyes,Pain,Sleepy,Dizzy,Stress,Happy,Paranoid,Depression,Euphoric,N/A,Anxiety,18.0,0.0,Grape,Woody,Berry
3314,Confidential Cheese,Indica,4.4,143.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Pain,Uplifted,Paranoid,Anxiety,Hungry,Dizzy,Insomnia,18.0,9.0,Cheese,Flowery,Pungent
3315,Lemonhead OG,Hybrid,4.7,95.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Dizzy,Pain,Uplifted,Headache,Anxiety,Talkative,Anxious,Lack of appetite,20.0,0.0,Lemon,Citrus,Sweet
3318,Cadillac Cookies,Indica,4.8,5.0,Caryophyllene,Relaxed,Dry mouth,Headaches,Sleepy,Dry eyes,Lack of appetite,Hungry,N/A,Muscle spasms,Happy,N/A,Spasticity,Giggly,N/A,N/A,29.0,0.0,Earthy,N/A,N/A
3319,Amnesia Haze,Sativa,4.3,1501.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Energetic,Dizzy,Pain,Creative,Anxious,Insomnia,18.0,4.0,Citrus,Lemon,Earthy
3323,Chocolate Diesel,Sativa,4.7,69.0,Limonene,Energetic,Dry mouth,Stress,Euphoric,Anxious,Anxiety,Happy,Dry eyes,Depression,Uplifted,Dizzy,Fatigue,Creative,Paranoid,Pain,23.0,6.0,Sweet,Nutty,Coffee
3325,G13 Widow,Hybrid,4.9,15.0,Myrcene,Focused,Dry mouth,Pain,Euphoric,Headache,Stress,Creative,Anxious,Anxiety,Tingly,Dizzy,Arthritis,Relaxed,Dry eyes,Depression,34.0,8.0,Flowery,Earthy,Mint
3328,Red Poison,Hybrid,4.5,36.0,Myrcene,Relaxed,Dry eyes,Depression,Euphoric,Dry mouth,Stress,Happy,Headache,Lack of appetite,Uplifted,Anxious,Anxiety,Talkative,Dizzy,Insomnia,17.0,0.0,Earthy,Citrus,Woody
3331,Silver Surfer,Hybrid,4.4,67.0,Myrcene,Energetic,Dry mouth,Stress,Happy,Paranoid,Pain,Uplifted,Dry eyes,Insomnia,Creative,Anxious,Depression,Talkative,Dizzy,Anxiety,20.0,0.0,Sweet,Plum,Citrus
3332,Rene,Hybrid,4.4,28.0,Caryophyllene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Dizzy,Pain,Energetic,Headache,Anxiety,Focused,Paranoid,ADD,20.0,6.0,Sweet,Earthy,Rose
3334,Blackberry Bubble,Indica,4.7,26.0,Pinene,Relaxed,Dry eyes,Pain,Euphoric,Anxious,Anxiety,Happy,N/A,Stress,Uplifted,N/A,Depression,Sleepy,N/A,Insomnia,15.0,1.0,Berry,Blueberry,Sweet
3335,Phatt Frutty,Indica,4.8,4.0,Limonene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Headaches,Talkative,N/A,Pain,Relaxed,N/A,Stress,Hungry,N/A,ADD,22.0,4.0,Lemon,Lime,Citrus
3337,Dream Star,Hybrid,4.6,43.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Paranoid,Pain,Energetic,Dizzy,Anxiety,Creative,N/A,Nausea,14.0,11.0,Earthy,Sweet,Berry
3342,Special K,Hybrid,4.2,26.0,Myrcene,Happy,Dry eyes,Anxiety,Uplifted,Dry mouth,Depression,Euphoric,N/A,Stress,Relaxed,N/A,Headaches,Creative,N/A,Nausea,21.0,0.0,Flowery,Sweet,Earthy
3344,Silver Pearl,Hybrid,4.2,76.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Anxious,Pain,Creative,Dizzy,Depression,Energetic,Paranoid,ADD,19.0,0.0,Skunk,Honey,Citrus
3346,Stephen Hawking Kush,Indica,4.6,56.0,Myrcene,Relaxed,Dry eyes,Pain,Happy,Dry mouth,Anxiety,Uplifted,Dizzy,Stress,Focused,Headache,Migraines,Euphoric,N/A,Fatigue,5.0,10.0,Earthy,Mint,Woody
3349,Pluto Kush,Indica,4.4,31.0,N/A,Euphoric,Dry eyes,Insomnia,Relaxed,Dry mouth,Pain,Sleepy,Dizzy,Stress,Happy,Headache,Depression,Hungry,N/A,Anxiety,15.0,0.0,Berry,Skunk,Woody
3352,Nebula,Hybrid,4.3,281.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Creative,Headache,Pain,Relaxed,Paranoid,Fatigue,23.0,0.0,Sweet,Earthy,Woody
3354,Kushadelic,Indica,4.4,17.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Inflammation,Happy,Headache,Lack of appetite,Euphoric,Paranoid,Pain,Uplifted,N/A,Stress,19.0,9.0,Earthy,Pungent,Pine
3358,Sweet Black Angel,Indica,4.5,52.0,Myrcene,Relaxed,Dry mouth,Depression,Euphoric,Dry eyes,Insomnia,Sleepy,N/A,Stress,Happy,N/A,Anxiety,Uplifted,N/A,Pain,15.0,9.0,Earthy,Sweet,Berry
3360,OG Poison,Hybrid,4.3,44.0,Myrcene,Sleepy,Dry mouth,Insomnia,Relaxed,Dry eyes,Stress,Euphoric,Headache,Depression,Focused,Dizzy,Pain,Hungry,Paranoid,Nausea,19.0,0.0,Earthy,Pungent,Diesel
3361,Purple Rhino,Hybrid,4.6,36.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dizzy,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Anxious,Pain,Sleepy,Headache,Insomnia,20.0,0.0,Earthy,Woody,Sweet
3362,Diamond OG,Indica,4.5,413.0,Pinene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Happy,Paranoid,Anxiety,Hungry,Anxious,Depression,18.0,0.0,Earthy,Pine,Citrus
3363,Blue Champagne,Hybrid,4.2,66.0,Myrcene,Happy,Dry mouth,Anxiety,Uplifted,Dry eyes,Stress,Euphoric,Paranoid,Depression,Creative,Anxious,Pain,Focused,Headache,Fatigue,18.0,11.0,Blueberry,Cheese,Sweet
3365,Karmarado OG,Indica,4.8,5.0,Myrcene,Sleepy,Dizzy,Insomnia,Tingly,Dry mouth,Pain,Focused,N/A,PTSD,Aroused,N/A,N/A,N/A,N/A,N/A,20.0,0.0,Spicy/Herbal,Sage,Sweet
3368,Tokyo OG,Hybrid,4.5,41.0,Myrcene,Euphoric,Dry eyes,Stress,Relaxed,Paranoid,Pain,Happy,Anxious,Headaches,Uplifted,Dizzy,Lack of appetite,Sleepy,Dry mouth,PTSD,21.0,0.0,Pine,Orange,Lemon
3370,Nebula 2,Hybrid,4.5,33.0,Terpinolene,Focused,Headache,Stress,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Pain,Uplifted,N/A,Depression,Euphoric,N/A,Inflammation,23.0,0.0,Sweet,N/A,N/A
3372,22,Hybrid,4.2,18.0,Caryophyllene,Uplifted,Headache,Anxiety,Happy,Anxious,Depression,Focused,Dry mouth,Pain,Euphoric,N/A,Stress,Energetic,N/A,PTSD,18.0,0.0,Pine,Sweet,Citrus
3374,Blucifer,Sativa,4.3,21.0,Caryophyllene,Happy,Anxious,Pain,Uplifted,Dry eyes,Stress,Relaxed,Headache,Anxiety,Euphoric,N/A,Depression,Focused,N/A,Headaches,20.0,11.0,Blueberry,Pungent,Sage
3378,Lemon Haze,Sativa,4.2,2388.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Energetic,Paranoid,Pain,Relaxed,Anxious,Fatigue,19.0,0.0,Lemon,Citrus,Sweet
3379,Cherry Cola,Indica,4.7,65.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Uplifted,Anxious,Depression,Hungry,Paranoid,Insomnia,17.0,4.0,Earthy,N/A,N/A
3382,Jack Flash,Hybrid,4.2,317.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Paranoid,Pain,Energetic,Headache,Depression,Relaxed,Anxious,Fatigue,17.0,6.0,Citrus,Flowery,Sweet
3383,Swiss Bliss,Hybrid,3.8,13.0,Myrcene,Euphoric,Dizzy,Stress,Happy,Dry eyes,Anxiety,Giggly,Dry mouth,Depression,Tingly,Paranoid,Pain,Talkative,Anxious,Insomnia,13.0,0.0,Citrus,Earthy,Lime
3384,Lemon Marmalade,Hybrid,4.8,17.0,Caryophyllene,Euphoric,Dry mouth,Stress,Uplifted,Anxious,Anxiety,Tingly,N/A,Cramps,Relaxed,N/A,Headaches,Happy,N/A,Bipolar disorder,19.0,0.0,Lemon,Sweet,Citrus
3387,Sour Maui,Sativa,4.5,50.0,Myrcene,Happy,Dry eyes,Stress,Euphoric,Dry mouth,Depression,Uplifted,Anxious,Fatigue,Energetic,Paranoid,ADD,Talkative,N/A,Anxiety,18.0,6.0,Citrus,Sweet,Tropical
3392,Bertberry Cheesecake,Sativa,4.9,15.0,Myrcene,Creative,Anxious,Depression,Uplifted,Dry mouth,Lack of appetite,Energetic,Headache,Stress,Happy,Paranoid,Eye pressure,Euphoric,N/A,Headaches,19.0,0.0,Cheese,Sweet,Berry
3394,Trash,Hybrid,4.7,11.0,Myrcene,Uplifted,Dry mouth,Inflammation,Relaxed,Dry eyes,Pain,Happy,Headache,ADD,Euphoric,Paranoid,Depression,Focused,N/A,Nausea,19.0,0.0,Chemical,Spicy/Herbal,Mint
3396,Purple Kush,Indica,4.2,2184.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Paranoid,Insomnia,Euphoric,Dizzy,Anxiety,Hungry,Headache,Depression,17.0,0.0,Earthy,Grape,Berry
3397,White Lavender,Hybrid,4.1,63.0,Terpinolene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Headache,Depression,Uplifted,Dizzy,Inflammation,Energetic,Anxious,Lack of appetite,16.0,8.0,Lavender,Flowery,Earthy
3398,Berkeley,Sativa,4.0,22.0,N/A,Uplifted,Anxious,Stress,Happy,Dry eyes,Depression,Energetic,Dry mouth,Nausea,Talkative,Paranoid,Lack of appetite,Creative,Headache,Anxiety,18.0,0.0,Citrus,Sweet,Pungent
3400,Critical,Hybrid,4.5,15.0,Pinene,Relaxed,Dry mouth,Insomnia,Euphoric,Dry eyes,Stress,Happy,N/A,Anxiety,Sleepy,N/A,Pain,Focused,N/A,Depression,16.0,6.0,Earthy,N/A,N/A
3401,3 Kings,Hybrid,4.4,346.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Pain,Creative,Paranoid,Lack of appetite,19.0,6.0,Earthy,Pine,Woody
3405,BOG Bubble,Hybrid,4.5,6.0,Limonene,Relaxed,Dry eyes,Insomnia,Uplifted,Dry mouth,Stress,Sleepy,N/A,Pain,Hungry,N/A,Anxiety,Happy,N/A,Depression,16.0,10.0,Flowery,Sweet,Berry
3407,Canna-Tsu,Hybrid,4.6,191.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Focused,Anxious,Anxiety,Uplifted,Dizzy,Inflammation,Euphoric,Headache,Depression,5.0,9.0,Earthy,Citrus,Sweet
3412,Doobiebird Daydream,Hybrid,4.8,12.0,Myrcene,Relaxed,Dry eyes,Depression,Happy,Dry mouth,Eye pressure,Uplifted,Headache,Inflammation,Tingly,N/A,Anxiety,Hungry,N/A,Fatigue,18.0,11.0,Sweet,Vanilla,Blueberry
3414,Cataract Kush,Hybrid,4.4,179.0,Caryophyllene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Sleepy,Paranoid,Anxiety,Uplifted,Anxious,Depression,20.0,0.0,Pungent,Spicy/Herbal,Earthy
3416,Snoop Dogg OG,Indica,4.7,147.0,N/A,Relaxed,Dry mouth,Pain,Happy,Dizzy,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Anxious,Lack of appetite,Hungry,Paranoid,Depression,21.0,0.0,Chemical,Lemon,Pungent
3418,Black Bubba,Indica,4.5,28.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Paranoid,Insomnia,Tingly,Dizzy,Anxiety,Happy,Dry eyes,Depression,Euphoric,N/A,Pain,14.0,0.0,BlueCheese,Earthy,Pine
3423,Kid N' Kookies,Hybrid,4.6,8.0,Caryophyllene,Relaxed,Dry mouth,Pain,Happy,Anxious,Depression,Tingly,Paranoid,Headaches,Hungry,N/A,Insomnia,Euphoric,N/A,Muscle spasms,18.0,0.0,Earthy,N/A,N/A
3424,Pineapple Kush,Hybrid,4.1,649.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Depression,Hungry,Headache,Insomnia,17.0,10.0,Pineapple,Citrus,Sweet
